accelx,accely,accelz,gravityx,gravityy,gravityz,linaccelx,linaccely,linaccelz,gyrx,gyry,gyrz,magx,magy,magz,orientazimuth,orientpitch,orientroll,pressure,sound,timestamp,datestamp
-1.2215,2.9674,9.0172,-1.04,3.15,9.23,-0.2,-0.04,0.13,-0.0192,-0.0224,0.0043,-127.87,54.56,69.0,78.03,-18.81,6.44,1035.41,64.643,5254502,2016-03-14 11:25:28:994
-1.1328,2.9052,8.9167,-1.03,3.1,9.25,-0.18,-0.18,-0.24,-0.0096,-0.0011,0.0011,-127.56,54.94,69.0,77.84,-18.42,6.41,1035.41,63.975,5255003,2016-03-14 11:25:29:495
-1.1927,2.8932,9.0053,-1.06,3.06,9.26,-0.04,-0.13,-0.36,0.0043,0.016,-0.0043,-127.87,54.94,69.0,77.55,-18.18,6.47,1035.44,65.33,5255502,2016-03-14 11:25:29:994
-1.2478,3.1518,9.434,-1.19,3.06,9.24,-0.04,0.07,0.1,0.0107,0.032,-0.0138,-127.87,55.25,69.0,77.63,-18.18,7.03,1035.45,63.491,5256002,2016-03-14 11:25:30:494
-1.3149,3.08,9.2615,-1.34,3.08,9.21,0.03,0.04,0.03,0.0021,0.0202,-0.0064,-126.81,55.25,67.75,77.63,-18.3,8.09,1035.45,63.963,5256502,2016-03-14 11:25:30:994
-1.3173,3.1399,9.3789,-1.33,3.1,9.21,0.03,0.04,0.11,0.0107,-0.017,0.0075,-126.81,54.19,68.56,78.21,-18.42,8.28,1035.45,64.053,5257002,2016-03-14 11:25:31:494
-1.3388,3.0441,9.0987,-1.23,3.13,9.21,0.03,-0.04,-0.05,0.0032,0.0021,-0.0011,-126.81,54.19,68.19,78.4,-18.61,7.79,1035.45,63.041,5257503,2016-03-14 11:25:31:995
-1.255,3.2309,9.5609,-1.23,3.13,9.21,0.01,0.05,0.23,0.0075,0.0032,-0.0032,-127.19,54.19,68.56,78.5,-18.62,7.55,1035.43,63.736,5258003,2016-03-14 11:25:32:495
-1.425,3.4608,9.8531,-1.28,3.15,9.2,0.08,0.19,0.59,0.0085,0.0192,-0.0096,-126.81,53.81,68.56,78.54,-18.73,7.92,1035.4,63.732,5258502,2016-03-14 11:25:32:994
-1.3029,3.2668,9.7094,-1.35,3.16,9.19,-0.05,0.1,0.44,0.0,0.0181,-0.0107,-126.44,54.19,67.75,78.37,-18.8,8.11,1035.39,64.343,5259002,2016-03-14 11:25:33:494
-1.2742,3.1351,9.3741,-1.4,3.12,9.19,0.14,0.05,0.17,-0.0011,0.0032,-0.0064,-126.44,53.81,67.38,78.23,-18.68,8.67,1035.36,64.419,5259503,2016-03-14 11:25:33:995
-1.2167,3.171,9.4364,-1.35,3.1,9.21,0.18,0.17,0.25,0.0021,-0.0021,-0.0064,-125.69,53.81,68.19,78.06,-18.36,8.4,1035.34,65.091,5260002,2016-03-14 11:25:34:494
-1.2095,3.1471,9.3142,-1.36,3.08,9.21,0.14,0.11,0.09,0.0032,0.0107,-0.0085,-126.81,54.19,67.75,78.08,-18.25,8.34,1035.35,63.191,5260502,2016-03-14 11:25:34:994
-1.2837,2.9435,9.0795,-1.36,3.07,9.21,0.04,-0.03,-0.16,0.0011,-0.0064,0.0021,-125.69,54.56,66.94,77.38,-18.25,8.4,1035.36,63.637,5261002,2016-03-14 11:25:35:494
-1.2646,2.8668,8.8807,-1.28,3.07,9.22,0.07,-0.1,-0.38,0.0053,-0.0202,0.0053,-125.37,55.25,67.38,77.19,-18.25,7.9,1035.39,65.428,5261502,2016-03-14 11:25:35:994
-1.2191,3.0081,8.9933,-1.16,3.09,9.24,-0.04,-0.01,-0.2,0.0085,-0.017,0.0032,-126.44,54.56,67.75,77.41,-18.31,7.35,1035.41,64.044,5262003,2016-03-14 11:25:36:495
-1.2454,3.3219,9.4005,-1.12,3.15,9.22,-0.1,0.21,0.18,0.0096,-0.0075,0.0,-126.81,54.19,68.19,78.2,-18.68,6.93,1035.43,64.228,5262502,2016-03-14 11:25:36:994
-1.255,3.365,9.3286,-1.09,3.21,9.2,-0.08,0.19,0.28,0.0043,0.0021,-0.0032,-126.81,54.19,68.56,78.61,-19.05,6.82,1035.45,64.681,5263003,2016-03-14 11:25:37:495
-1.164,3.3458,9.5801,-1.12,3.23,9.19,-0.09,0.11,0.2,-0.0011,0.0021,-0.0011,-126.81,54.19,68.19,78.63,-19.23,6.95,1035.47,63.986,5263502,2016-03-14 11:25:37:994
-1.2574,3.3363,9.4891,-1.15,3.22,9.19,-0.14,0.1,0.22,0.0032,0.0,0.0032,-127.19,53.81,70.19,78.9,-19.17,7.13,1035.45,62.974,5264003,2016-03-14 11:25:38:495
-1.2406,3.3171,9.3142,-1.16,3.23,9.18,-0.12,0.05,-0.06,-0.0021,-0.0117,0.0085,-126.81,54.56,69.38,78.39,-19.24,7.2,1035.43,64.181,5264502,2016-03-14 11:25:38:994
-1.2718,3.3482,9.3837,-1.12,3.26,9.18,-0.13,0.19,0.36,-0.0043,-0.0138,0.0075,-127.19,54.56,67.75,78.34,-19.42,6.96,1035.37,64.306,5265002,2016-03-14 11:25:39:494
-1.1879,3.4321,9.4316,-1.09,3.27,9.18,-0.16,0.22,0.26,0.0,-0.0117,0.0075,-126.44,53.81,69.0,78.84,-19.48,6.83,1035.36,64.072,5265503,2016-03-14 11:25:39:995
-1.1999,3.5039,9.5633,-1.09,3.27,9.18,-0.05,0.33,0.51,-0.0064,0.0085,0.0011,-128.62,53.44,69.38,79.59,-19.48,6.77,1035.32,63.912,5266002,2016-03-14 11:25:40:494
-1.4011,3.4369,9.6519,-1.15,3.26,9.18,-0.15,0.28,0.44,-0.0085,-0.0021,0.0032,-127.19,54.56,68.19,78.37,-19.41,7.14,1035.32,65.173,5266502,2016-03-14 11:25:40:994
-1.2119,3.2357,9.1729,-1.14,3.23,9.19,-0.13,0.09,0.15,-0.0107,-0.0117,0.0096,-127.87,54.56,68.56,78.47,-19.23,7.07,1035.37,63.654,5267003,2016-03-14 11:25:41:495
-1.1424,3.0752,9.0819,-1.08,3.18,9.21,-0.13,-0.03,-0.16,-0.0117,-0.0224,0.0107,-127.56,54.56,68.19,78.03,-18.93,6.69,1035.41,64.86,5267502,2016-03-14 11:25:41:994
-1.1496,2.9722,8.7945,-1.04,3.13,9.23,-0.1,-0.09,-0.24,-0.0085,0.0085,0.0021,-128.25,55.25,68.56,77.92,-18.68,6.37,1035.43,64.015,5268002,2016-03-14 11:25:42:494
-1.1855,3.0537,9.1298,-1.15,3.09,9.24,-0.11,-0.08,-0.22,-0.0011,0.0107,0.0011,-127.56,55.63,67.38,77.07,-18.36,6.97,1035.41,64.08,5268503,2016-03-14 11:25:42:995
-1.3053,3.056,9.1059,-1.2,3.1,9.22,-0.09,0.08,-0.07,-0.0032,0.0032,0.0032,-127.19,54.94,67.38,77.74,-18.42,7.35,1035.4,64.434,5269002,2016-03-14 11:25:43:494
-1.267,3.068,9.1681,-1.24,3.11,9.22,-0.03,0.0,-0.06,0.0053,-0.0138,0.0064,-127.87,55.25,69.0,77.71,-18.49,7.6,1035.4,64.786,5269502,2016-03-14 11:25:43:994
-1.2646,3.0465,9.113,-1.22,3.13,9.21,0.04,0.02,-0.1,0.0032,0.0085,-0.0064,-127.87,56.75,68.19,77.05,-18.62,7.55,1035.39,65.248,5270003,2016-03-14 11:25:44:495
-1.2047,3.2261,9.3166,-1.3,3.12,9.2,-0.04,-0.09,-0.1,0.0021,0.0149,-0.0107,-127.19,56.38,67.38,77.66,-18.6,7.91,1035.39,64.738,5270502,2016-03-14 11:25:44:994
-1.3939,3.1997,9.2807,-1.39,3.13,9.19,-0.03,0.02,0.15,0.0021,0.0234,-0.0128,-126.44,54.94,67.75,77.84,-18.61,8.6,1035.37,65.405,5271002,2016-03-14 11:25:45:494
-1.3604,3.2932,9.4555,-1.48,3.14,9.17,0.16,0.24,0.48,0.0032,-0.0096,-0.0064,-126.44,54.94,67.38,77.8,-18.62,9.17,1035.37,64.091,5271502,2016-03-14 11:25:45:994
-1.0538,3.1734,9.3717,-1.4,3.13,9.19,0.22,-0.03,-0.01,0.0011,-0.016,-0.0064,-127.19,56.0,67.75,77.52,-18.61,8.66,1035.39,64.107,5272002,2016-03-14 11:25:46:494
-1.1592,3.1495,9.2328,-1.37,3.11,9.2,0.24,0.09,0.23,-0.0138,0.0288,-0.0181,-126.06,54.56,67.38,77.66,-18.6,8.35,1035.37,64.548,5272502,2016-03-14 11:25:46:994
-1.267,2.9962,9.0771,-1.42,3.07,9.2,0.22,-0.03,-0.08,-0.0043,0.016,-0.0107,-126.06,54.94,67.75,77.57,-18.25,8.77,1035.39,64.875,5273002,2016-03-14 11:25:47:494
-1.4083,3.0225,9.0388,-1.43,3.08,9.2,0.08,0.12,-0.05,-0.0032,0.0011,0.0021,-125.37,54.56,66.94,77.32,-18.25,8.9,1035.4,63.646,5273503,2016-03-14 11:25:47:995
-1.1568,3.0297,9.1538,-1.33,3.09,9.21,0.2,-0.06,-0.09,0.0075,-0.033,0.0011,-126.06,54.94,66.94,77.45,-18.37,8.22,1035.41,64.944,5274002,2016-03-14 11:25:48:494
-1.1448,3.1806,9.5058,-1.22,3.07,9.23,0.03,0.14,0.17,0.0117,-0.0117,0.0,-126.44,54.56,67.38,77.26,-18.25,7.53,1035.43,63.858,5274503,2016-03-14 11:25:48:995
-1.4107,3.444,9.8483,-1.17,3.11,9.23,-0.33,0.27,0.18,0.0181,-0.0277,0.0117,-126.81,54.94,67.38,77.52,-18.48,7.22,1035.41,63.903,5275003,2016-03-14 11:25:49:495
-1.6214,3.6764,9.7813,-1.03,3.19,9.22,-0.5,0.52,0.51,0.0107,-0.0479,0.017,-127.56,53.81,68.56,78.56,-18.92,6.5,1035.39,63.892,5275502,2016-03-14 11:25:49:994
-1.2143,3.444,9.3573,-0.84,3.24,9.22,-0.39,0.34,0.3,-0.016,-0.0277,0.0053,-128.25,55.63,68.19,77.61,-19.29,5.21,1035.41,65.122,5276002,2016-03-14 11:25:50:494
-0.9412,3.0105,8.6987,-0.93,3.16,9.24,-0.1,-0.17,-0.47,-0.0234,0.0288,-0.0213,-128.62,56.38,68.56,77.68,-18.99,5.45,1035.45,63.657,5276503,2016-03-14 11:25:50:995
-1.3268,3.0345,9.0675,-1.22,3.07,9.23,0.09,0.04,-0.07,-0.0149,0.0746,-0.0288,-127.56,56.0,69.0,77.32,-18.25,7.53,1035.48,63.421,5277002,2016-03-14 11:25:51:494
-1.3676,3.2261,9.5825,-1.46,3.03,9.21,0.09,0.19,0.22,0.0,-0.0011,-0.0032,-126.44,56.75,67.38,76.36,-18.0,9.07,1035.45,64.359,5277502,2016-03-14 11:25:51:994
-1.3819,2.8285,9.0244,-1.43,2.98,9.23,0.09,-0.08,0.06,-0.0064,-0.0117,0.0,-126.06,56.0,66.5,76.53,-17.7,8.81,1035.47,63.828,5278003,2016-03-14 11:25:52:495
-1.2598,2.51,8.349,-1.36,2.94,9.26,0.15,-0.37,-0.81,-0.0096,0.016,-0.0075,-126.81,55.63,66.94,76.47,-17.51,8.36,1035.44,63.933,5278503,2016-03-14 11:25:52:995
-1.1616,2.4669,8.2317,-1.47,2.93,9.24,0.27,-0.38,-0.97,0.0096,0.0288,-0.0245,-125.69,56.0,66.94,76.31,-17.39,9.04,1035.37,64.993,5279002,2016-03-14 11:25:53:494
-1.3436,2.7471,8.67,-1.58,2.94,9.22,0.5,-0.11,-0.37,0.0085,0.0192,-0.017,-125.69,56.0,65.75,76.29,-17.45,9.66,1035.34,63.696,5279504,2016-03-14 11:25:53:996
-1.0945,3.0393,9.2184,-1.54,2.99,9.21,0.21,0.03,0.01,0.0128,0.0064,-0.016,-125.69,55.25,66.94,77.12,-17.76,9.49,1035.31,63.829,5280003,2016-03-14 11:25:54:495
-1.2646,3.2309,9.5897,-1.49,3.1,9.18,0.2,0.18,0.42,0.0202,-0.0032,-0.0128,-124.62,54.56,67.75,77.55,-18.3,9.27,1035.32,63.524,5280503,2016-03-14 11:25:54:995
-1.2406,3.2357,9.6687,-1.44,3.17,9.17,0.14,0.05,0.26,0.0213,-0.0309,-0.0021,-124.25,53.81,67.38,78.08,-18.74,8.99,1035.37,64.087,5281003,2016-03-14 11:25:55:495
-1.2191,3.0728,9.2089,-1.32,3.2,9.18,0.11,-0.08,0.0,0.0149,-0.017,-0.0085,-125.0,53.81,67.75,78.5,-19.05,8.37,1035.41,63.78,5281503,2016-03-14 11:25:55:995
-1.1951,3.2932,9.6639,-1.27,3.2,9.18,-0.02,0.05,0.27,0.0085,-0.017,-0.0075,-125.0,53.06,68.56,79.02,-19.05,7.88,1035.47,63.834,5282002,2016-03-14 11:25:56:494
-1.2071,3.4249,9.7238,-1.26,3.27,9.16,0.04,0.2,0.62,0.0075,0.0075,-0.0138,-124.62,53.81,68.19,78.63,-19.35,7.7,1035.47,63.873,5282502,2016-03-14 11:25:56:994
-1.2334,3.5087,9.7429,-1.26,3.3,9.15,-0.08,0.11,0.45,0.0053,-0.0266,0.0,-125.0,52.75,67.75,79.37,-19.66,7.84,1035.45,63.182,5283002,2016-03-14 11:25:57:494
-1.2742,3.4656,10.0303,-1.09,3.34,9.16,-0.2,0.13,0.72,0.0053,-0.0341,0.0096,-125.37,52.38,69.0,80.0,-19.92,6.92,1035.43,64.314,5283503,2016-03-14 11:25:57:995
-1.3053,3.535,9.9944,-0.92,3.35,9.17,-0.36,0.24,0.74,-0.0011,-0.0447,0.0138,-126.06,52.38,68.94,79.94,-19.97,5.98,1035.43,64.514,5284002,2016-03-14 11:25:58:494
-1.1544,3.5135,10.1333,-0.73,3.33,9.2,-0.41,0.22,0.9,0.0011,-0.0426,0.0128,-127.19,53.81,68.56,78.85,-19.85,4.85,1035.43,62.732,5284502,2016-03-14 11:25:58:994
-1.1975,3.1016,9.3621,-0.73,3.25,9.22,-0.46,-0.14,0.13,-0.0096,0.0,0.0032,-127.87,53.44,68.19,78.86,-19.48,4.34,1035.44,64.104,5285003,2016-03-14 11:25:59:495
-1.1975,2.9722,9.2232,-0.9,3.12,9.25,-0.16,-0.01,0.01,-0.016,0.0085,0.0021,-128.25,54.19,68.56,78.22,-18.73,5.37,1035.45,64.291,5285503,2016-03-14 11:25:59:995
-1.1664,2.8118,8.8496,-0.97,3.06,9.27,-0.16,-0.15,-0.23,-0.0107,-0.0128,0.0096,-128.25,53.06,69.0,78.39,-18.25,5.92,1035.47,64.573,5286003,2016-03-14 11:26:00:495
-0.9676,2.9099,8.9406,-0.86,3.06,9.28,-0.2,-0.17,-0.48,0.0085,-0.0373,0.0213,-128.62,52.75,68.19,78.2,-18.18,5.29,1035.47,63.869,5286502,2016-03-14 11:26:00:994
-1.073,2.9099,8.9622,-0.78,3.07,9.28,-0.33,-0.14,-0.4,0.0064,0.0245,0.0032,-129.37,54.19,69.81,77.98,-18.25,4.62,1035.47,64.885,5287002,2016-03-14 11:26:01:494
-1.0849,3.2309,9.4699,-1.05,3.11,9.24,-0.01,0.14,0.22,0.0096,0.0458,-0.0085,-128.62,54.19,68.56,78.16,-18.36,6.04,1035.48,63.516,5287502,2016-03-14 11:26:01:994
-1.358,3.3195,9.5106,-1.27,3.16,9.2,0.02,0.19,0.23,0.0107,0.0181,0.0032,-126.81,53.06,67.75,78.83,-18.74,7.74,1035.49,64.708,5288002,2016-03-14 11:26:02:494
-1.37,3.7147,10.0567,-1.24,3.24,9.17,-0.16,0.42,0.77,0.0107,-0.0288,0.0181,-127.56,53.44,69.38,79.52,-19.3,7.7,1035.49,64.452,5288503,2016-03-14 11:26:02:995
-1.2694,3.4967,9.7884,-1.09,3.32,9.16,-0.1,0.33,0.7,-0.0032,-0.0021,0.0075,-127.56,53.81,68.13,79.15,-19.79,6.79,1035.52,63.715,5289002,2016-03-14 11:26:03:494
-1.1041,3.3626,9.2711,-1.09,3.32,9.16,-0.15,0.06,0.17,-0.0096,-0.0032,0.0032,-128.62,53.44,69.38,79.84,-19.79,6.79,1035.54,65.178,5289502,2016-03-14 11:26:03:994
-1.2239,3.0728,8.8472,-1.13,3.27,9.18,0.09,-0.13,-0.17,-0.017,0.0149,0.0021,-128.62,52.75,69.0,79.73,-19.6,7.03,1035.53,65.007,5290003,2016-03-14 11:26:04:495
-1.1448,3.1255,8.7586,-1.15,3.21,9.19,0.04,-0.07,-0.46,-0.0149,0.0149,0.0043,-127.56,53.06,68.56,79.36,-19.22,7.19,1035.52,65.122,5290503,2016-03-14 11:26:04:995
-0.8909,3.3195,9.5968,-1.17,3.21,9.19,0.16,0.18,0.2,-0.0149,0.0213,-0.0021,-127.56,54.19,69.0,79.29,-19.11,7.32,1035.45,63.493,5291002,2016-03-14 11:26:05:494
-1.1568,3.4105,9.307,-1.34,3.18,9.18,0.05,0.1,-0.25,-0.0138,0.0607,-0.0138,-126.44,53.81,67.75,78.5,-18.92,8.3,1035.41,64.058,5291502,2016-03-14 11:26:05:994
-1.2765,3.195,8.7514,-1.55,3.18,9.15,0.37,0.2,-0.02,-0.0192,0.0277,-0.0032,-125.37,54.56,69.0,78.26,-18.91,9.61,1035.37,63.346,5292003,2016-03-14 11:26:06:495
-1.1113,3.1375,8.452,-1.46,3.18,9.16,0.04,0.01,-0.61,-0.0011,-0.0554,0.0277,-125.37,53.81,67.75,78.51,-18.92,9.06,1035.39,64.94,5292502,2016-03-14 11:26:06:994
-1.1855,3.0968,8.4808,-1.19,3.21,9.19,0.01,-0.07,-0.75,0.0043,-0.0511,0.032,-126.44,55.63,67.38,77.46,-19.04,7.68,1035.4,64.785,5293003,2016-03-14 11:26:07:495
-1.3364,3.4943,8.8496,-0.94,3.29,9.19,-0.17,0.21,-0.07,-0.0053,-0.0426,0.0298,-128.62,54.56,66.94,78.34,-19.54,6.03,1035.4,64.321,5293502,2016-03-14 11:26:07:994
-1.5472,3.5662,8.84,-0.95,3.4,9.15,-0.41,0.08,-0.43,0.0298,0.0085,0.0117,-127.87,55.25,68.56,79.07,-20.28,5.93,1035.41,66.721,5294003,2016-03-14 11:26:08:495
-1.5089,3.5398,8.9167,-1.23,3.45,9.1,-0.22,0.11,-0.05,-0.0202,0.0479,-0.0192,-127.87,54.94,69.0,79.68,-20.59,7.7,1035.41,64.665,5294503,2016-03-14 11:26:08:995
-1.3244,3.3961,9.0747,-1.4,3.42,9.08,0.06,0.01,-0.22,-0.0053,0.0117,-0.0245,-127.56,54.94,69.0,79.76,-20.42,8.77,1035.44,65.09,5295002,2016-03-14 11:26:09:494
-1.37,3.4608,9.1274,-1.49,3.4,9.08,0.2,-0.06,-0.19,0.0085,0.0107,-0.0256,-127.19,55.25,68.56,79.87,-20.34,9.26,1035.43,65.747,5295503,2016-03-14 11:26:09:995
-1.5041,3.6045,9.5513,-1.53,3.41,9.07,0.1,0.23,0.3,0.0149,0.0085,-0.0181,-127.19,54.56,67.75,79.59,-20.34,9.57,1035.41,64.541,5296003,2016-03-14 11:26:10:495
-1.437,3.6931,9.8507,-1.46,3.43,9.07,0.02,0.24,0.68,0.0107,-0.0373,-0.0011,-125.69,54.19,68.56,80.14,-20.47,9.27,1035.41,63.766,5296502,2016-03-14 11:26:10:994
-1.0634,3.4225,9.7956,-1.27,3.44,9.09,0.12,0.18,0.63,0.0011,-0.0266,-0.0053,-126.81,53.44,67.75,80.33,-20.55,7.95,1035.4,63.982,5297002,2016-03-14 11:26:11:494
-0.8886,3.2572,9.1873,-1.26,3.42,9.11,0.22,-0.06,0.37,-0.0096,0.0181,-0.0181,-127.19,54.19,68.56,79.92,-20.42,7.88,1035.4,64.122,5297503,2016-03-14 11:26:11:995
-1.0634,3.4512,9.6615,-1.43,3.37,9.1,0.47,0.04,0.36,-0.0011,0.0842,-0.0352,-125.69,53.06,68.19,80.05,-20.09,8.93,1035.39,63.909,5298003,2016-03-14 11:26:12:495
-1.2095,3.2668,9.4172,-1.71,3.3,9.07,0.49,0.1,0.43,-0.0032,0.0618,-0.0181,-123.5,53.44,66.94,79.52,-19.67,10.68,1035.39,62.659,5298502,2016-03-14 11:26:12:994
-1.1257,2.9363,8.8113,-1.69,3.24,9.1,0.53,-0.19,-0.21,-0.0085,-0.0117,0.0138,-123.87,53.44,68.19,79.42,-19.29,10.52,1035.41,64.02,5299002,2016-03-14 11:26:13:494
-1.3556,3.2764,9.4076,-1.35,3.25,9.15,0.04,0.09,0.19,0.0149,-0.0522,0.0383,-125.0,53.44,68.19,79.26,-19.35,8.64,1035.41,62.774,5299502,2016-03-14 11:26:13:994
-1.2646,3.4057,9.7022,-1.12,3.31,9.16,-0.23,0.14,0.34,0.0075,-0.0224,0.0309,-125.37,54.56,66.94,78.21,-19.73,6.97,1035.44,63.952,5300003,2016-03-14 11:26:14:495
-1.5544,3.4536,9.4555,-1.06,3.33,9.16,-0.32,0.13,0.19,-0.0053,-0.0149,0.0202,-126.44,54.19,67.75,78.84,-19.73,6.59,1035.44,63.192,5300502,2016-03-14 11:26:14:994
-1.3484,3.1782,8.9885,-1.06,3.35,9.16,-0.24,-0.03,0.0,0.0,-0.0181,0.0043,-126.06,53.81,68.56,78.7,-19.97,6.6,1035.47,63.683,5301002,2016-03-14 11:26:15:494
-1.4873,3.4488,9.3741,-1.08,3.33,9.16,-0.27,0.16,0.49,-0.0021,0.0021,-0.0107,-126.81,54.19,69.38,79.18,-19.8,6.72,1035.48,63.617,5301503,2016-03-14 11:26:15:995
-1.4059,3.2309,9.1897,-1.15,3.33,9.15,-0.17,0.12,0.18,-0.0011,-0.0011,-0.0192,-126.81,54.19,67.75,79.16,-19.85,7.16,1035.52,64.926,5302003,2016-03-14 11:26:16:495
-1.5017,3.2955,9.2759,-1.26,3.28,9.15,-0.07,0.04,0.06,-0.0021,0.0107,-0.0256,-127.56,54.56,67.75,78.74,-19.59,7.77,1035.56,63.256,5302502,2016-03-14 11:26:16:994
-1.3077,3.3578,9.1035,-1.31,3.28,9.15,0.15,0.2,0.45,-0.0085,0.0224,-0.0224,-126.06,53.44,67.38,79.29,-19.54,8.15,1035.54,64.41,5303002,2016-03-14 11:26:17:494
-1.4729,3.5542,9.5825,-1.4,3.3,9.13,0.01,0.34,0.58,0.0096,0.0085,-0.0138,-126.06,52.75,68.56,79.74,-19.61,8.66,1035.49,64.138,5303503,2016-03-14 11:26:17:995
-1.1065,3.4321,9.343,-1.37,3.3,9.13,0.12,0.28,0.44,-0.0043,-0.016,-0.0064,-126.06,53.81,68.19,79.16,-19.67,8.53,1035.44,63.417,5304003,2016-03-14 11:26:18:495
-1.0323,3.3315,9.1442,-1.36,3.28,9.14,0.19,0.08,0.19,-0.017,0.0202,-0.0181,-126.44,53.44,68.56,79.68,-19.6,8.4,1035.41,64.219,5304502,2016-03-14 11:26:18:994
-0.8598,3.2716,9.0244,-1.34,3.23,9.16,0.51,0.1,-0.13,-0.0096,0.0032,-0.0085,-125.0,52.75,68.19,79.11,-19.23,8.38,1035.37,63.388,5305003,2016-03-14 11:26:19:495
-0.9053,2.8884,8.2772,-1.27,3.18,9.19,0.37,-0.29,-0.92,-0.0138,-0.0234,0.0117,-124.62,53.81,66.94,78.22,-18.97,7.93,1035.36,65.791,5305502,2016-03-14 11:26:19:994
-0.9532,2.898,8.4209,-1.12,3.15,9.22,-0.12,-0.23,-0.88,0.0021,-0.0597,0.0415,-126.06,54.19,67.75,78.12,-18.73,6.93,1035.37,65.093,5306002,2016-03-14 11:26:20:494
-1.1855,3.5973,9.6998,-0.77,3.24,9.22,-0.42,0.4,0.43,0.0117,-0.0724,0.0565,-127.19,54.94,69.0,77.95,-19.1,5.32,1035.36,64.617,5306502,2016-03-14 11:26:20:994
-1.4035,3.5782,9.0987,-0.71,3.36,9.19,-0.48,0.29,0.13,0.0075,0.0202,0.0256,-129.0,54.19,68.56,79.09,-20.03,4.42,1035.39,63.948,5307003,2016-03-14 11:26:21:495
-1.6358,3.547,8.8065,-0.99,3.44,9.13,-0.61,0.13,-0.48,0.0224,0.0245,0.0043,-128.25,54.19,68.19,79.46,-20.47,5.75,1035.45,64.797,5307502,2016-03-14 11:26:21:994
-1.4107,4.0476,9.8052,-1.09,3.51,9.09,-0.36,0.53,0.73,0.0011,-0.0107,-0.0075,-128.25,54.56,69.0,79.81,-20.98,6.84,1035.48,65.068,5308002,2016-03-14 11:26:22:494
-1.334,3.8344,9.8914,-1.14,3.52,9.08,-0.12,0.33,0.65,-0.0202,0.0224,-0.0288,-128.62,53.44,68.56,80.32,-21.1,6.97,1035.5,64.851,5308502,2016-03-14 11:26:22:994
-1.4274,3.8799,9.834,-1.3,3.48,9.08,0.05,0.3,0.58,-0.0181,0.0245,-0.0298,-127.87,54.19,68.56,80.39,-20.84,7.96,1035.5,64.491,5309002,2016-03-14 11:26:23:494
-1.2885,3.4416,9.4124,-1.43,3.41,9.08,0.18,0.04,0.27,-0.0085,0.0426,-0.0341,-127.56,54.94,68.56,80.26,-20.54,8.52,1035.5,64.814,5309503,2016-03-14 11:26:23:995
-1.3508,3.6141,9.7405,-1.59,3.32,9.09,0.25,0.24,0.57,0.0085,0.0043,-0.016,-126.06,53.81,67.75,79.52,-19.79,9.92,1035.49,63.091,5310002,2016-03-14 11:26:24:494
-1.0586,3.068,8.9262,-1.5,3.3,9.11,0.59,0.0,0.3,-0.0224,0.0075,-0.0096,-126.06,54.19,68.19,79.05,-19.72,9.35,1035.41,63.911,5310502,2016-03-14 11:26:24:994
-0.9508,2.8716,8.7442,-1.52,3.22,9.14,0.18,-0.08,-0.1,-0.0341,0.0415,-0.017,-125.69,54.19,66.94,78.61,-19.23,9.32,1035.32,64.629,5311003,2016-03-14 11:26:25:495
-1.2095,2.8261,8.9286,-1.67,3.12,9.15,0.4,-0.26,-0.31,-0.0064,0.0405,-0.0064,-123.87,54.19,66.94,78.1,-18.55,10.22,1035.3,64.942,5311502,2016-03-14 11:26:25:994
-1.5831,2.9674,9.1657,-1.69,3.1,9.15,0.1,-0.06,0.02,0.0032,-0.0213,0.0245,-124.25,55.63,67.38,77.11,-18.43,10.72,1035.31,65.676,5312002,2016-03-14 11:26:26:494
-1.2286,3.0321,9.2568,-1.25,3.15,9.2,0.05,-0.07,0.07,0.0096,-0.066,0.0352,-125.37,54.19,67.75,78.17,-18.61,8.54,1035.35,64.32,5312502,2016-03-14 11:26:26:994
-1.3364,3.1303,9.4244,-1.09,3.17,9.22,-0.28,-0.06,0.02,0.0128,0.0245,0.0043,-126.81,54.19,66.56,78.14,-18.86,6.62,1035.43,64.382,5313002,2016-03-14 11:26:27:494
-1.2646,3.4321,9.9753,-1.19,3.2,9.19,-0.16,0.22,0.45,0.0064,0.0021,0.0032,-126.44,53.81,67.75,78.43,-19.03,7.31,1035.45,65.359,5313502,2016-03-14 11:26:27:994
-1.1568,3.2908,9.6807,-1.3,3.18,9.19,-0.06,0.1,0.31,-0.0021,0.0341,-0.0149,-125.69,53.06,68.13,77.87,-18.98,7.75,1035.43,64.043,5314002,2016-03-14 11:26:28:494
-1.2358,3.1926,9.434,-1.45,3.15,9.17,0.03,0.13,0.22,-0.0011,0.0149,-0.0117,-124.62,53.81,67.75,78.34,-18.74,8.99,1035.41,63.542,5314502,2016-03-14 11:26:28:994
-1.3508,2.9555,9.0412,-1.47,3.11,9.18,0.06,-0.09,-0.24,0.0021,-0.033,0.0,-124.25,54.19,66.13,77.8,-18.55,9.1,1035.41,63.815,5315002,2016-03-14 11:26:29:494
-1.255,2.989,8.9382,-1.23,3.12,9.21,-0.01,-0.09,-0.29,0.0053,-0.0874,0.0202,-125.37,55.25,66.94,77.4,-18.49,8.1,1035.41,63.654,5315502,2016-03-14 11:26:29:994
-0.9987,3.1902,9.0556,-1.02,3.18,9.22,-0.09,0.22,-0.07,0.0,-0.0629,0.0149,-126.44,54.19,68.19,78.12,-18.8,6.56,1035.4,62.928,5316002,2016-03-14 11:26:30:494
